1745,0.31,-84.17,913.94,-0.038,-0.038,0.015,-341.50,-107.33,95.18
1801,1.28,-86.06,912.29,-0.069,-0.023,0.145,-341.50,-107.33,95.18
1859,0.55,-82.40,914.86,-0.061,-0.031,0.107,-357.79,-105.52,100.38
1915,0.98,-83.62,910.89,0.015,0.023,0.099,-357.79,-105.52,100.38
1975,0.31,-85.14,913.82,-0.061,0.015,0.107,-343.31,-101.90,89.97
2030,-1.83,-84.72,911.07,-0.061,0.000,0.160,-343.31,-101.90,89.97
2089,1.28,-84.53,914.37,-0.023,0.000,0.114,-334.26,-107.33,95.18
2145,0.67,-85.57,912.35,-0.038,-0.053,0.038,-334.26,-107.33,95.18
2204,3.23,-82.95,919.25,-0.084,0.008,0.053,-336.07,-109.14,93.44
2260,1.77,-84.11,914.73,-0.023,0.015,0.069,-336.07,-109.14,93.44
2320,0.49,-82.28,917.85,-0.061,-0.015,0.168,-327.03,-110.95,102.11
2375,0.92,-86.61,914.12,0.023,0.015,0.175,-327.03,-110.95,102.11
2435,-0.79,-85.14,913.15,0.053,-0.015,0.198,-341.50,-103.71,84.77
2490,1.10,-85.08,916.14,-0.084,0.000,0.183,-341.50,-103.71,84.77
2547,1.46,-86.49,915.59,-0.069,0.061,0.168,-345.12,-100.09,105.58
2605,0.31,-83.74,914.25,-0.061,-0.061,0.053,-345.12,-100.09,105.58
2661,-0.49,-84.84,912.78,0.053,-0.008,0.114,-345.12,-100.09,105.58
2720,2.38,-83.92,913.21,0.008,-0.015,0.061,-350.55,-105.52,96.91
2776,-0.43,-84.66,914.67,-0.069,0.000,0.053,-350.55,-105.52,96.91
2832,-0.31,-81.79,913.15,-0.084,0.053,0.153,-343.31,-101.90,93.44
2890,0.79,-81.24,913.88,-0.076,0.046,0.053,-343.31,-101.90,93.44
2947,0.49,-82.28,918.03,0.000,-0.069,0.076,-345.12,-89.23,88.24
3002,1.65,-84.72,916.26,-0.061,0.038,0.053,-345.12,-89.23,88.24
3060,-0.61,-83.07,916.20,-0.008,-0.069,0.160,-339.69,-94.66,93.44
3117,0.79,-84.78,915.77,-0.099,0.038,0.145,-339.69,-94.66,93.44
3175,0.00,-84.84,915.34,-0.053,-0.031,0.114,-336.07,-98.28,93.44
3231,2.87,-85.69,913.45,-0.038,0.015,0.076,-336.07,-98.28,93.44
3288,1.22,-82.95,911.32,-0.038,0.076,0.069,-355.98,-110.95,98.64
3345,1.77,-85.57,911.01,-0.053,-0.092,0.099,-355.98,-110.95,98.64
3401,0.43,-83.92,911.50,-0.069,0.031,0.092,-355.98,-110.95,98.64
3456,0.24,-85.08,910.89,-0.107,0.031,0.145,-341.50,-107.33,88.24
3511,-1.40,-82.46,913.76,-0.130,0.053,0.214,-341.50,-107.33,88.24
3567,-0.61,-84.47,913.09,-0.008,0.008,0.153,-343.31,-105.52,107.31
3625,-0.55,-82.82,914.92,0.031,0.031,0.160,-343.31,-105.52,107.31
3681,0.55,-83.62,915.47,-0.084,-0.015,0.168,-355.98,-103.71,84.77
3736,1.71,-84.23,913.57,-0.069,-0.008,0.145,-355.98,-103.71,84.77
3791,2.38,-85.02,913.76,-0.114,0.000,0.000,-339.69,-98.28,93.44
3847,-0.98,-82.64,917.54,-0.114,0.038,0.137,-339.69,-98.28,93.44
3903,1.22,-83.44,915.04,-0.069,0.038,0.145,-336.07,-98.28,83.04
3961,0.31,-83.19,916.38,-0.031,0.023,0.000,-336.07,-98.28,83.04
4017,-1.04,-86.06,914.79,-0.084,0.038,0.061,-336.07,-98.28,83.04
4073,0.06,-83.13,915.47,-0.053,-0.038,0.191,-332.45,-116.38,103.84
4130,-0.24,-84.78,915.89,0.008,0.000,0.107,-332.45,-116.38,103.84
4188,0.67,-83.13,914.18,-0.046,-0.023,0.153,-339.69,-101.90,93.44
4243,0.67,-83.74,913.64,-0.061,0.038,0.145,-339.69,-101.90,93.44
4301,1.34,-83.68,910.34,-0.153,0.122,0.107,-343.31,-98.28,93.44
4358,0.85,-86.43,911.32,-0.122,-0.008,0.137,-343.31,-98.28,93.44
4416,-0.31,-83.01,914.49,-0.076,-0.061,0.183,-327.03,-96.47,98.64
4472,-0.06,-83.74,914.79,0.061,0.046,0.107,-327.03,-96.47,98.64
4527,1.34,-84.11,913.02,0.008,0.069,0.130,-346.93,-105.52,100.38
4583,-1.22,-84.23,915.71,-0.023,0.015,0.069,-346.93,-105.52,100.38
4638,-0.31,-85.94,913.82,-0.114,0.008,0.114,-346.93,-105.52,100.38
4698,1.10,-84.41,911.74,0.038,0.015,0.107,-350.55,-109.14,83.04
4753,2.87,-82.89,912.72,-0.053,-0.031,0.114,-350.55,-109.14,83.04
4811,0.55,-83.80,915.77,0.000,0.008,0.092,-330.64,-100.09,91.71
4868,2.81,-85.02,913.82,-0.038,-0.084,0.122,-330.64,-100.09,91.71
4926,0.06,-84.05,916.38,-0.122,-0.008,0.084,-332.45,-98.28,86.51
4982,0.06,-83.92,914.73,0.023,0.053,0.092,-332.45,-98.28,86.51
5037,-1.40,-85.02,916.38,-0.053,0.061,0.137,-350.55,-94.66,86.51
5092,-1.10,-82.58,916.50,-0.038,-0.015,0.206,-350.55,-94.66,86.51
5149,-0.98,-83.80,916.20,-0.023,0.023,0.137,-337.88,-118.19,91.71
5207,2.87,-84.66,914.49,-0.107,0.053,0.076,-337.88,-118.19,91.71
5263,1.16,-83.80,913.45,-0.015,0.046,0.107,-336.07,-101.90,96.91
5323,0.43,-81.79,911.80,-0.031,-0.092,0.130,-336.07,-101.90,96.91
5379,0.37,-85.39,910.10,-0.061,0.053,0.099,-336.07,-101.90,96.91
5437,1.59,-85.14,915.83,0.053,0.015,0.038,-334.26,-85.61,88.24
5492,0.43,-82.95,912.84,-0.084,-0.053,0.084,-334.26,-85.61,88.24
5548,-0.85,-82.09,916.14,-0.160,-0.031,0.153,-345.12,-100.09,84.77
5603,0.85,-84.53,912.96,-0.023,0.031,0.214,-345.12,-100.09,84.77
5662,1.28,-83.31,914.73,-0.145,0.038,0.145,-332.45,-109.14,86.51
5718,1.40,-85.94,914.18,-0.053,0.008,0.107,-332.45,-109.14,86.51
5777,-0.49,-84.78,912.84,-0.053,0.084,0.130,-354.17,-105.52,89.97
5832,1.83,-82.03,913.51,-0.031,-0.069,0.183,-354.17,-105.52,89.97
5888,2.69,-83.19,911.13,-0.107,-0.084,0.099,-330.64,-103.71,91.71
5943,-1.04,-83.31,914.92,-0.038,-0.008,0.038,-330.64,-103.71,91.71
6000,-0.06,-85.08,913.88,-0.038,0.031,0.160,-336.07,-98.28,89.97
6057,-0.49,-84.84,915.65,-0.031,0.046,0.137,-336.07,-98.28,89.97
6113,2.01,-83.62,911.62,-0.092,-0.031,0.031,-336.07,-98.28,89.97
